mes_inicio,provincia_origen,provincia_destino,viajes,viajeros,edicion
2021-11,San Juan,Catamarca,11,16,previaje 2
2021-11,San Juan,Chubut,22,65,previaje 2
2021-11,San Juan,Ciudad Autónoma de Buenos Aires,66,146,previaje 2
2021-11,San Juan,Córdoba,25,80,previaje 2
2021-11,San Juan,Entre Ríos,5,20,previaje 2
2021-11,San Juan,La Rioja,10,17,previaje 2
2021-11,San Juan,Mendoza,26,91,previaje 2
2021-11,San Juan,Misiones,26,72,previaje 2
2021-11,San Juan,Neuquén,45,109,previaje 2
2021-11,San Juan,Río Negro,79,205,previaje 2
2021-11,San Juan,Salta,36,91,previaje 2
2021-11,San Juan,San Juan,29,62,previaje 2
2021-11,San Juan,San Luis,15,57,previaje 2
2021-11,San Juan,Santa Cruz,63,133,previaje 2
2021-11,San Juan,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",77,155,previaje 2
2021-11,San Luis,Buenos Aires,17,48,previaje 2
2021-11,San Luis,Catamarca,16,60,previaje 2
2021-11,San Luis,Chubut,21,38,previaje 2
2021-11,San Luis,Ciudad Autónoma de Buenos Aires,21,41,previaje 2
2021-11,San Luis,Córdoba,61,156,previaje 2
2021-11,San Luis,Entre Ríos,19,41,previaje 2
2021-11,San Luis,Jujuy,5,14,previaje 2
2021-11,San Luis,La Rioja,7,22,previaje 2
2021-11,San Luis,Mendoza,31,79,previaje 2
2021-11,San Luis,Misiones,44,132,previaje 2
2021-11,San Luis,Neuquén,13,31,previaje 2
2021-11,San Luis,Río Negro,35,101,previaje 2
2021-11,San Luis,Salta,14,43,previaje 2
2021-11,San Luis,San Juan,6,26,previaje 2
2021-11,San Luis,San Luis,34,131,previaje 2
2021-11,San Luis,Santa Cruz,45,95,previaje 2
2021-11,San Luis,Santa Fe,5,15,previaje 2
2021-11,San Luis,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",30,61,previaje 2
2021-11,Santa Cruz,Buenos Aires,35,74,previaje 2
2021-11,Santa Cruz,Catamarca,3,5,previaje 2
2021-11,Santa Cruz,Chubut,5,14,previaje 2
2021-11,Santa Cruz,Ciudad Autónoma de Buenos Aires,84,172,previaje 2
2021-11,Santa Cruz,Córdoba,24,47,previaje 2
2021-11,Santa Cruz,Corrientes,3,8,previaje 2
2021-11,Santa Cruz,Entre Ríos,4,12,previaje 2
2021-11,Santa Cruz,Formosa,3,7,previaje 2
2021-11,Santa Cruz,Mendoza,15,22,previaje 2
2021-11,Santa Cruz,Misiones,11,23,previaje 2
2021-11,Santa Cruz,Neuquén,5,11,previaje 2
2021-11,Santa Cruz,Río Negro,14,37,previaje 2
2021-11,Santa Cruz,Salta,8,12,previaje 2
2021-11,Santa Cruz,Santa Cruz,89,261,previaje 2
2021-11,Santa Cruz,Santa Fe,5,10,previaje 2
2021-11,Santa Cruz,Santiago del Estero,6,12,previaje 2
2021-11,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",73,170,previaje 2
2021-11,Santa Fe,Buenos Aires,603,1897,previaje 2
2021-11,Santa Fe,Catamarca,134,264,previaje 2
2021-11,Santa Fe,Chubut,718,1921,previaje 2
2021-11,Santa Fe,Ciudad Autónoma de Buenos Aires,300,786,previaje 2
2021-11,Santa Fe,Córdoba,1163,3529,previaje 2
2021-11,Santa Fe,Corrientes,65,180,previaje 2
2021-11,Santa Fe,Entre Ríos,233,693,previaje 2
2021-11,Santa Fe,Jujuy,483,1238,previaje 2
2021-11,Santa Fe,La Pampa,6,22,previaje 2
2021-11,Santa Fe,La Rioja,164,437,previaje 2
2021-11,Santa Fe,Mendoza,1177,3361,previaje 2
2021-11,Santa Fe,Misiones,346,1012,previaje 2
2021-11,Santa Fe,Neuquén,664,1903,previaje 2
2021-11,Santa Fe,Río Negro,1374,3850,previaje 2
2021-11,Santa Fe,Salta,1312,3256,previaje 2
2021-11,Santa Fe,San Juan,65,126,previaje 2
2021-11,Santa Fe,San Luis,277,757,previaje 2
2021-11,Santa Fe,Santa Cruz,1274,3347,previaje 2
2021-11,Santa Fe,Santa Fe,178,632,previaje 2
2021-11,Santa Fe,Santiago del Estero,56,121,previaje 2
2021-11,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",998,2559,previaje 2
2021-11,Santa Fe,Tucumán,227,485,previaje 2
2021-11,Santiago del Estero,Buenos Aires,11,19,previaje 2
2021-11,Santiago del Estero,Catamarca,9,15,previaje 2
2021-11,Santiago del Estero,Ciudad Autónoma de Buenos Aires,41,86,previaje 2
2021-11,Santiago del Estero,Córdoba,29,61,previaje 2
2021-11,Santiago del Estero,Jujuy,5,12,previaje 2
2021-11,Santiago del Estero,La Rioja,3,6,previaje 2
2021-11,Santiago del Estero,Mendoza,3,7,previaje 2
2021-11,Santiago del Estero,Misiones,3,6,previaje 2
2021-11,Santiago del Estero,Neuquén,12,26,previaje 2
2021-11,Santiago del Estero,Río Negro,38,92,previaje 2
2021-11,Santiago del Estero,Salta,11,34,previaje 2
2021-11,Santiago del Estero,San Luis,3,5,previaje 2
2021-11,Santiago del Estero,Santa Cruz,24,53,previaje 2
2021-11,Santiago del Estero,Santiago del Estero,21,45,previaje 2
2021-11,Santiago del Estero,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",46,130,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Buenos Aires,78,144,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chaco,6,9,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chubut,14,33,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad Autónoma de Buenos Aires,175,297,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,47,84,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Corrientes,3,6,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Entre Ríos,16,45,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Jujuy,9,17,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Mendoza,46,93,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Misiones,23,51,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Neuquén,6,15,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Negro,13,32,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Salta,34,65,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",San Luis,4,6,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,110,253,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Fe,16,29,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santiago del Estero,10,18,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",65,145,previaje 2
2021-11,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tucumán,11,20,previaje 2
2021-11,Tucumán,Buenos Aires,257,663,previaje 2
2021-11,Tucumán,Catamarca,4,8,previaje 2
2021-11,Tucumán,Chubut,88,149,previaje 2
2021-11,Tucumán,Ciudad Autónoma de Buenos Aires,261,560,previaje 2
2021-11,Tucumán,Córdoba,48,110,previaje 2
2021-11,Tucumán,Jujuy,55,153,previaje 2
2021-11,Tucumán,La Rioja,4,13,previaje 2
2021-11,Tucumán,Mendoza,57,125,previaje 2
2021-11,Tucumán,Misiones,43,110,previaje 2
2021-11,Tucumán,Neuquén,71,178,previaje 2
2021-11,Tucumán,Río Negro,212,451,previaje 2
2021-11,Tucumán,Salta,138,407,previaje 2
2021-11,Tucumán,San Luis,4,9,previaje 2
2021-11,Tucumán,Santa Cruz,196,385,previaje 2
2021-11,Tucumán,Santa Fe,4,9,previaje 2
2021-11,Tucumán,Santiago del Estero,16,61,previaje 2
2021-11,Tucumán,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",115,219,previaje 2
2021-11,Tucumán,Tucumán,52,123,previaje 2
2021-12,Buenos Aires,Buenos Aires,16675,51453,previaje 2
2021-12,Buenos Aires,Catamarca,193,484,previaje 2
2021-12,Buenos Aires,Chaco,85,203,previaje 2
2021-12,Buenos Aires,Chubut,1765,4764,previaje 2
2021-12,Buenos Aires,Ciudad Autónoma de Buenos Aires,844,2247,previaje 2
2021-12,Buenos Aires,Córdoba,4664,12532,previaje 2
2021-12,Buenos Aires,Corrientes,291,777,previaje 2
2021-12,Buenos Aires,Entre Ríos,1744,4941,previaje 2
2021-12,Buenos Aires,Formosa,37,80,previaje 2
2021-12,Buenos Aires,Jujuy,1524,4030,previaje 2
2021-12,Buenos Aires,La Pampa,82,266,previaje 2
2021-12,Buenos Aires,La Rioja,165,426,previaje 2
2021-12,Buenos Aires,Mendoza,5420,14314,previaje 2
2021-12,Buenos Aires,Misiones,4414,13173,previaje 2
2021-12,Buenos Aires,Neuquén,4354,13309,previaje 2
2021-12,Buenos Aires,Río Negro,8933,25819,previaje 2
2021-12,Buenos Aires,Salta,3144,8067,previaje 2
2021-12,Buenos Aires,San Juan,313,712,previaje 2
2021-12,Buenos Aires,San Luis,1548,3928,previaje 2
2021-12,Buenos Aires,Santa Cruz,4777,12965,previaje 2
2021-12,Buenos Aires,Santa Fe,219,618,previaje 2
2021-12,Buenos Aires,Santiago del Estero,458,1261,previaje 2
2021-12,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3582,9123,previaje 2
2021-12,Buenos Aires,Tucumán,626,1538,previaje 2
2021-12,Catamarca,Buenos Aires,37,79,previaje 2
2021-12,Catamarca,Catamarca,20,56,previaje 2
2021-12,Catamarca,Chubut,3,8,previaje 2
2021-12,Catamarca,Ciudad Autónoma de Buenos Aires,33,68,previaje 2
2021-12,Catamarca,Córdoba,19,56,previaje 2
2021-12,Catamarca,La Rioja,5,9,previaje 2
2021-12,Catamarca,Mendoza,9,26,previaje 2
2021-12,Catamarca,Misiones,9,26,previaje 2
2021-12,Catamarca,Neuquén,6,19,previaje 2
2021-12,Catamarca,Río Negro,19,53,previaje 2
2021-12,Catamarca,Salta,6,21,previaje 2
2021-12,Catamarca,Santa Cruz,16,37,previaje 2
2021-12,Catamarca,Santiago del Estero,4,14,previaje 2
2021-12,Catamarca,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,21,previaje 2
2021-12,Catamarca,Tucumán,5,12,previaje 2
2021-12,Chaco,Buenos Aires,118,320,previaje 2
2021-12,Chaco,Chaco,16,45,previaje 2
2021-12,Chaco,Chubut,28,79,previaje 2
2021-12,Chaco,Ciudad Autónoma de Buenos Aires,131,325,previaje 2
2021-12,Chaco,Córdoba,374,777,previaje 2
2021-12,Chaco,Corrientes,25,86,previaje 2
2021-12,Chaco,Entre Ríos,17,62,previaje 2
2021-12,Chaco,Jujuy,7,24,previaje 2
2021-12,Chaco,La Rioja,3,6,previaje 2
2021-12,Chaco,Mendoza,68,176,previaje 2
2021-12,Chaco,Misiones,82,230,previaje 2
2021-12,Chaco,Neuquén,39,109,previaje 2
2021-12,Chaco,Río Negro,188,423,previaje 2
2021-12,Chaco,Salta,21,66,previaje 2
2021-12,Chaco,San Juan,3,8,previaje 2
2021-12,Chaco,San Luis,49,87,previaje 2
2021-12,Chaco,Santa Cruz,57,131,previaje 2
2021-12,Chaco,Santa Fe,11,38,previaje 2
2021-12,Chaco,Santiago del Estero,11,36,previaje 2
2021-12,Chaco,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",84,218,previaje 2
2021-12,Chaco,Tucumán,53,91,previaje 2
2021-12,Chubut,Buenos Aires,282,674,previaje 2
2021-12,Chubut,Catamarca,3,3,previaje 2
2021-12,Chubut,Chaco,14,34,previaje 2
2021-12,Chubut,Chubut,253,658,previaje 2
2021-12,Chubut,Ciudad Autónoma de Buenos Aires,391,833,previaje 2
2021-12,Chubut,Córdoba,137,352,previaje 2
2021-12,Chubut,Corrientes,14,34,previaje 2
2021-12,Chubut,Entre Ríos,17,33,previaje 2
2021-12,Chubut,Formosa,6,9,previaje 2
2021-12,Chubut,Jujuy,20,48,previaje 2
2021-12,Chubut,La Pampa,9,31,previaje 2
2021-12,Chubut,La Rioja,3,6,previaje 2
2021-12,Chubut,Mendoza,83,185,previaje 2
2021-12,Chubut,Misiones,116,302,previaje 2
2021-12,Chubut,Neuquén,86,224,previaje 2
2021-12,Chubut,Río Negro,139,464,previaje 2
2021-12,Chubut,Salta,63,144,previaje 2
2021-12,Chubut,San Juan,8,14,previaje 2
2021-12,Chubut,San Luis,25,50,previaje 2
2021-12,Chubut,Santa Cruz,77,188,previaje 2
2021-12,Chubut,Santa Fe,21,50,previaje 2
2021-12,Chubut,Santiago del Estero,15,45,previaje 2
2021-12,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",24,58,previaje 2
2021-12,Chubut,Tucumán,16,37,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Buenos Aires,11203,31803,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Catamarca,237,550,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Chaco,144,269,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Chubut,1972,4658,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,861,2062,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Córdoba,2675,6670,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Corrientes,415,942,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Entre Ríos,1433,3933,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Formosa,70,151,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Jujuy,1608,4150,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,La Pampa,111,271,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,La Rioja,162,370,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Mendoza,4828,12718,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Misiones,3466,9287,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Neuquén,4051,10944,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Río Negro,8829,23724,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Salta,2919,7036,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,San Juan,434,995,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,San Luis,545,1399,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Santa Cruz,4846,12371,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Santa Fe,236,606,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Santiago del Estero,397,977,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3457,8459,previaje 2
2021-12,Ciudad Autónoma de Buenos Aires,Tucumán,973,2108,previaje 2
2021-12,Córdoba,Buenos Aires,1466,4245,previaje 2
2021-12,Córdoba,Catamarca,110,167,previaje 2
2021-12,Córdoba,Chaco,12,22,previaje 2
2021-12,Córdoba,Chubut,368,899,previaje 2
2021-12,Córdoba,Ciudad Autónoma de Buenos Aires,610,1483,previaje 2
2021-12,Córdoba,Córdoba,3574,10193,previaje 2
2021-12,Córdoba,Corrientes,40,87,previaje 2
2021-12,Córdoba,Entre Ríos,95,314,previaje 2
2021-12,Córdoba,Formosa,15,27,previaje 2
2021-12,Córdoba,Jujuy,213,562,previaje 2
2021-12,Córdoba,La Pampa,17,40,previaje 2
2021-12,Córdoba,La Rioja,65,145,previaje 2
2021-12,Córdoba,Mendoza,521,1398,previaje 2
2021-12,Córdoba,Misiones,728,2181,previaje 2
2021-12,Córdoba,Neuquén,787,2188,previaje 2
2021-12,Córdoba,Río Negro,3007,7449,previaje 2
2021-12,Córdoba,Salta,597,1466,previaje 2
2021-12,Córdoba,San Juan,39,111,previaje 2
2021-12,Córdoba,San Luis,236,858,previaje 2
2021-12,Córdoba,Santa Cruz,1518,3821,previaje 2
2021-12,Córdoba,Santa Fe,65,244,previaje 2
2021-12,Córdoba,Santiago del Estero,177,621,previaje 2
2021-12,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1265,2970,previaje 2
2021-12,Córdoba,Tucumán,74,214,previaje 2
2021-12,Corrientes,Buenos Aires,107,310,previaje 2
2021-12,Corrientes,Catamarca,9,15,previaje 2
2021-12,Corrientes,Chaco,16,25,previaje 2
2021-12,Corrientes,Chubut,17,36,previaje 2
2021-12,Corrientes,Ciudad Autónoma de Buenos Aires,168,358,previaje 2
2021-12,Corrientes,Córdoba,320,637,previaje 2
2021-12,Corrientes,Corrientes,51,228,previaje 2
2021-12,Corrientes,Entre Ríos,16,56,previaje 2
2021-12,Corrientes,Jujuy,5,14,previaje 2
2021-12,Corrientes,Mendoza,44,119,previaje 2
2021-12,Corrientes,Misiones,102,239,previaje 2
2021-12,Corrientes,Neuquén,28,56,previaje 2
2021-12,Corrientes,Río Negro,58,140,previaje 2
2021-12,Corrientes,Salta,14,42,previaje 2
2021-12,Corrientes,San Juan,12,25,previaje 2
2021-12,Corrientes,San Luis,7,15,previaje 2
2021-12,Corrientes,Santa Cruz,28,77,previaje 2
2021-12,Corrientes,Santa Fe,7,18,previaje 2
2021-12,Corrientes,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",30,69,previaje 2
2021-12,Corrientes,Tucumán,3,8,previaje 2
2021-12,Entre Ríos,Buenos Aires,455,1183,previaje 2
2021-12,Entre Ríos,Catamarca,4,16,previaje 2
2021-12,Entre Ríos,Chubut,66,172,previaje 2
2021-12,Entre Ríos,Ciudad Autónoma de Buenos Aires,98,231,previaje 2
2021-12,Entre Ríos,Córdoba,353,938,previaje 2
2021-12,Entre Ríos,Corrientes,17,46,previaje 2
2021-12,Entre Ríos,Entre Ríos,172,583,previaje 2
2021-12,Entre Ríos,Jujuy,36,107,previaje 2
2021-12,Entre Ríos,La Pampa,9,37,previaje 2
2021-12,Entre Ríos,La Rioja,15,26,previaje 2
2021-12,Entre Ríos,Mendoza,145,411,previaje 2
2021-12,Entre Ríos,Misiones,102,315,previaje 2
2021-12,Entre Ríos,Neuquén,96,296,previaje 2
2021-12,Entre Ríos,Río Negro,260,785,previaje 2
2021-12,Entre Ríos,Salta,129,328,previaje 2
2021-12,Entre Ríos,San Juan,4,9,previaje 2
2021-12,Entre Ríos,San Luis,80,175,previaje 2
2021-12,Entre Ríos,Santa Cruz,195,489,previaje 2
2021-12,Entre Ríos,Santa Fe,23,78,previaje 2
2021-12,Entre Ríos,Santiago del Estero,19,66,previaje 2
2021-12,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",147,402,previaje 2
2021-12,Entre Ríos,Tucumán,26,67,previaje 2
2021-12,Formosa,Buenos Aires,14,31,previaje 2
2021-12,Formosa,Ciudad Autónoma de Buenos Aires,28,47,previaje 2
2021-12,Formosa,Córdoba,15,37,previaje 2
2021-12,Formosa,Formosa,9,19,previaje 2
2021-12,Formosa,Mendoza,3,5,previaje 2
2021-12,Formosa,Misiones,6,13,previaje 2
2021-12,Formosa,Neuquén,7,23,previaje 2
2021-12,Formosa,Río Negro,11,26,previaje 2
2021-12,Formosa,Salta,4,12,previaje 2
2021-12,Formosa,Santa Cruz,4,11,previaje 2
2021-12,Formosa,Santa Fe,4,13,previaje 2
2021-12,Formosa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",7,16,previaje 2
2021-12,Jujuy,Buenos Aires,153,398,previaje 2
2021-12,Jujuy,Chubut,5,11,previaje 2
2021-12,Jujuy,Ciudad Autónoma de Buenos Aires,136,332,previaje 2
2021-12,Jujuy,Córdoba,56,124,previaje 2
2021-12,Jujuy,Corrientes,8,21,previaje 2
2021-12,Jujuy,Jujuy,54,191,previaje 2
2021-12,Jujuy,La Rioja,3,11,previaje 2
2021-12,Jujuy,Mendoza,9,23,previaje 2
2021-12,Jujuy,Misiones,69,171,previaje 2
2021-12,Jujuy,Neuquén,12,36,previaje 2
2021-12,Jujuy,Río Negro,38,115,previaje 2
2021-12,Jujuy,Salta,90,304,previaje 2
2021-12,Jujuy,San Luis,6,10,previaje 2
2021-12,Jujuy,Santa Cruz,17,41,previaje 2
2021-12,Jujuy,Santa Fe,4,14,previaje 2
2021-12,Jujuy,Santiago del Estero,5,15,previaje 2
2021-12,Jujuy,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",37,93,previaje 2
2021-12,Jujuy,Tucumán,8,20,previaje 2
2021-12,La Pampa,Buenos Aires,169,479,previaje 2
2021-12,La Pampa,Chubut,11,35,previaje 2
2021-12,La Pampa,Ciudad Autónoma de Buenos Aires,23,54,previaje 2
2021-12,La Pampa,Córdoba,43,152,previaje 2
2021-12,La Pampa,Entre Ríos,5,20,previaje 2
2021-12,La Pampa,Jujuy,7,21,previaje 2
2021-12,La Pampa,La Pampa,7,21,previaje 2
2021-12,La Pampa,La Rioja,3,7,previaje 2
2021-12,La Pampa,Mendoza,34,90,previaje 2
2021-12,La Pampa,Misiones,16,33,previaje 2
2021-12,La Pampa,Neuquén,48,131,previaje 2
2021-12,La Pampa,Río Negro,51,120,previaje 2
2021-12,La Pampa,Salta,28,60,previaje 2
2021-12,La Pampa,San Juan,4,17,previaje 2
2021-12,La Pampa,San Luis,16,44,previaje 2
2021-12,La Pampa,Santa Cruz,23,49,previaje 2
2021-12,La Pampa,Santiago del Estero,12,41,previaje 2
2021-12,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",48,114,previaje 2
2021-12,La Rioja,Buenos Aires,67,188,previaje 2
2021-12,La Rioja,Chubut,9,20,previaje 2
2021-12,La Rioja,Ciudad Autónoma de Buenos Aires,18,29,previaje 2
2021-12,La Rioja,Córdoba,127,235,previaje 2
2021-12,La Rioja,Entre Ríos,8,12,previaje 2
2021-12,La Rioja,La Rioja,13,41,previaje 2
2021-12,La Rioja,Mendoza,11,23,previaje 2
2021-12,La Rioja,Misiones,8,25,previaje 2
2021-12,La Rioja,Río Negro,39,105,previaje 2
2021-12,La Rioja,Salta,13,48,previaje 2
2021-12,La Rioja,Santa Cruz,15,47,previaje 2
2021-12,La Rioja,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,24,previaje 2
2021-12,Mendoza,Buenos Aires,2065,5772,previaje 2
2021-12,Mendoza,Catamarca,4,7,previaje 2
2021-12,Mendoza,Chubut,153,383,previaje 2
2021-12,Mendoza,Ciudad Autónoma de Buenos Aires,668,1606,previaje 2
2021-12,Mendoza,Córdoba,402,1194,previaje 2
2021-12,Mendoza,Corrientes,4,10,previaje 2
2021-12,Mendoza,Entre Ríos,15,33,previaje 2
2021-12,Mendoza,Jujuy,31,58,previaje 2
2021-12,Mendoza,La Pampa,7,18,previaje 2
2021-12,Mendoza,La Rioja,8,18,previaje 2
2021-12,Mendoza,Mendoza,482,1561,previaje 2
2021-12,Mendoza,Misiones,324,778,previaje 2
2021-12,Mendoza,Neuquén,427,1429,previaje 2
2021-12,Mendoza,Río Negro,794,2317,previaje 2
2021-12,Mendoza,Salta,157,359,previaje 2
2021-12,Mendoza,San Juan,21,67,previaje 2
2021-12,Mendoza,San Luis,254,780,previaje 2
2021-12,Mendoza,Santa Cruz,355,872,previaje 2
2021-12,Mendoza,Santa Fe,22,66,previaje 2
2021-12,Mendoza,Santiago del Estero,24,78,previaje 2
2021-12,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",361,859,previaje 2
2021-12,Mendoza,Tucumán,22,60,previaje 2
2021-12,Misiones,Buenos Aires,177,462,previaje 2
2021-12,Misiones,Catamarca,8,11,previaje 2
2021-12,Misiones,Chubut,22,49,previaje 2
2021-12,Misiones,Ciudad Autónoma de Buenos Aires,139,345,previaje 2
2021-12,Misiones,Córdoba,44,122,previaje 2
2021-12,Misiones,Corrientes,20,43,previaje 2
2021-12,Misiones,Entre Ríos,13,41,previaje 2
2021-12,Misiones,Jujuy,22,59,previaje 2
2021-12,Misiones,La Rioja,20,30,previaje 2
2021-12,Misiones,Mendoza,83,156,previaje 2
2021-12,Misiones,Misiones,326,767,previaje 2
2021-12,Misiones,Neuquén,48,122,previaje 2
2021-12,Misiones,Río Negro,87,243,previaje 2
2021-12,Misiones,Salta,133,300,previaje 2
2021-12,Misiones,San Juan,21,39,previaje 2
2021-12,Misiones,San Luis,27,57,previaje 2
2021-12,Misiones,Santa Cruz,55,132,previaje 2
2021-12,Misiones,Santa Fe,10,18,previaje 2
2021-12,Misiones,Santiago del Estero,4,10,previaje 2
2021-12,Misiones,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",43,118,previaje 2
2021-12,Misiones,Tucumán,15,32,previaje 2
2021-12,Neuquén,Buenos Aires,418,1050,previaje 2
2021-12,Neuquén,Chaco,16,38,previaje 2
2021-12,Neuquén,Chubut,90,288,previaje 2
2021-12,Neuquén,Ciudad Autónoma de Buenos Aires,478,1017,previaje 2
2021-12,Neuquén,Córdoba,361,781,previaje 2
2021-12,Neuquén,Corrientes,12,27,previaje 2
2021-12,Neuquén,Entre Ríos,14,45,previaje 2
2021-12,Neuquén,Jujuy,30,86,previaje 2
2021-12,Neuquén,La Pampa,6,18,previaje 2
2021-12,Neuquén,Mendoza,87,277,previaje 2
2021-12,Neuquén,Misiones,94,226,previaje 2
2021-12,Neuquén,Neuquén,449,1401,previaje 2
2021-12,Neuquén,Río Negro,356,1079,previaje 2
2021-12,Neuquén,Salta,189,488,previaje 2
2021-12,Neuquén,San Juan,8,42,previaje 2
2021-12,Neuquén,San Luis,10,38,previaje 2
2021-12,Neuquén,Santa Cruz,132,338,previaje 2
2021-12,Neuquén,Santa Fe,28,78,previaje 2
2021-12,Neuquén,Santiago del Estero,7,15,previaje 2
